SpecimenID,Replicates,S,Structure,F,Filter,Rep,ParticleSize_nm,Penetration_pct
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,60,6.964191
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,80,9.020726
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,150,12.82042
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,250,12.16811
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,300,10.979981
S3F3_R3,S3F33,3,Two-layer woven,3,Glass fiber,3,400,8.810897
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,30,3.805148
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,40,4.694625
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,60,7.368976
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,80,9.177152
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,150,12.908544
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,250,11.603793
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,300,10.472517
S3F3_R4,S3F34,3,Two-layer woven,3,Glass fiber,4,400,8.405621
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,30,1.132631
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,40,2.268869
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,60,5.187806
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,80,7.024901
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,150,10.35825
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,250,9.143659
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,300,8.016418
S3F3_R5,S3F35,3,Two-layer woven,3,Glass fiber,5,400,5.819937
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,30,33.449507
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,40,41.916958
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,60,58.060481
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,80,67.482633
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,150,77.518253
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,250,89.508914
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,300,87.793103
S4F1_R1,S4F11,4,Two-layer spunbond,1,Activated carbon,1,400,86.511159
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,30,31.607745
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,40,39.56112
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,60,54.373654
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,80,62.682019
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,150,77.106745
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,250,88.682566
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,300,81.874659
S4F1_R2,S4F12,4,Two-layer spunbond,1,Activated carbon,2,400,84.928141
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,30,34.180369
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,40,41.610187
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,60,56.524757
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,80,62.719437
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,150,75.572635
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,250,86.340694
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,300,79.798408
S4F1_R3,S4F13,4,Two-layer spunbond,1,Activated carbon,3,400,86.831042
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,30,32.842515
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,40,40.609456
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,60,53.271697
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,80,65.396037
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,150,73.036275
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,250,85.10625
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,300,87.530259
S4F1_R4,S4F14,4,Two-layer spunbond,1,Activated carbon,4,400,85.671075
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,30,31.482297
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,40,40.206449
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,60,55.413516
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,80,63.055757
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,150,77.280534
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,250,80.176024
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,300,96.846906
S4F1_R5,S4F15,4,Two-layer spunbond,1,Activated carbon,5,400,86.903525
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,30,6.983660999999998
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,40,8.997191999999998
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,60,9.722301000000002
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,80,8.711847000000006
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,150,6.533032000000006
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,250,5.977324999999993
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,300,6.114399000000006
S4F2_R1,S4F21,4,Two-layer spunbond,2,Meltblown,1,400,6.934876000000003
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,30,8.692504
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,40,10.59092699999999
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,60,10.923389
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,80,9.989751999999996
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,150,7.686498999999998
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,250,7.184894
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,300,7.241784999999993
S4F2_R2,S4F22,4,Two-layer spunbond,2,Meltblown,2,400,8.046041000000002
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,30,7.387432000000004
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,40,9.530922000000004
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,60,10.32910699999999
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,80,9.445721000000006
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,150,7.007424
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,250,6.230866000000006
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,300,6.362966999999998
S4F2_R3,S4F23,4,Two-layer spunbond,2,Meltblown,3,400,7.149365000000003
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,30,8.484009
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,40,10.420395
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,60,10.77861300000001
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,80,9.797037000000003
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,150,7.433259000000007
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,250,7.005295000000004
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,300,7.123475999999997
S4F2_R4,S4F24,4,Two-layer spunbond,2,Meltblown,4,400,7.928214999999994
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,30,8.530293
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,40,10.504294
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,60,10.911748
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,80,10.01167599999999
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,150,7.769777000000005
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,250,7.119336000000004
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,300,7.234375999999997
S4F2_R5,S4F25,4,Two-layer spunbond,2,Meltblown,5,400,8.067971999999997
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,30,2.302123
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,40,4.650633
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,60,11.103584
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,80,15.221874
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,150,21.135155
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,250,16.611146
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,300,14.256469
S4F3_R1,S4F31,4,Two-layer spunbond,3,Glass fiber,1,400,10.374786
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,30,2.748161
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,40,5.219318
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,60,11.993322
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,80,16.210623
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,150,21.190392
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,250,17.167662
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,300,14.799996
S4F3_R2,S4F32,4,Two-layer spunbond,3,Glass fiber,2,400,11.061909
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,30,2.15578
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,40,4.353518
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,60,9.71423
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,80,14.691065
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,150,19.493444
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,250,15.63755
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,300,13.334211
S4F3_R3,S4F33,4,Two-layer spunbond,3,Glass fiber,3,400,9.485702
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,30,2.003166
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,40,4.243951
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,60,9.890443
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,80,14.586996
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,150,18.925813
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,250,15.193612
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,300,12.9383
S4F3_R4,S4F34,4,Two-layer spunbond,3,Glass fiber,4,400,9.121297
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,30,2.132606
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,40,4.238568
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,60,9.616444
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,80,13.804797
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,150,19.081611
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,250,15.321422
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,300,13.067687
S4F3_R5,S4F35,4,Two-layer spunbond,3,Glass fiber,5,400,9.410329
